"Measurer_Initials","Bag_Code","Site_Code","Sex","Nose-To-Wing-Tip-(mm)","Nose-to-Abdomen-Tip-(mm)","%IP-0.5KM","%IP-1KM","%IP-3KM","%IP-5KM","Latitude","Longitude","Day","Month","Num_TOH","Altitude","length_ratio","coll_date"
"RM","A19","A19","F",23.57,20.89,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.886296139159949,18913
"RM","A19","A19","F",26.26,23.27,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.886138613861386,18913
"RM","A19","A19","F",26.42,20.06,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.759273277819833,18913
"RM","A19","A19","F",24.79,23.41,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.944332392093586,18913
"RM","A19","A19","M",21.12,15.17,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.718276515151515,18913
"RM","A19","A19","F",24.85,21.5,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.865191146881288,18913
"RM","A19","A19","M",21.47,15.42,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.71821145784816,18913
"RM","A19","A19","M",21.71,15.88,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.731460156609857,18913
"RM","A19","A19","M",20.3,15.13,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.745320197044335,18913
"RM","A19","A19","F",24.63,20.32,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.825010150223305,18913
"RM","A19","A19","F",23.67,19.71,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.832699619771863,18913
"RM","A19","A19","M",21.85,17.01,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.778489702517163,18913
"RM","A19","A19","F",25.96,21.53,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.829352850539291,18913
"RM","A19","A19","F",25.59,18.69,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.730363423212192,18913
"RM","A19","A19","M",20.07,13.76,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.685600398604883,18913
"RM","A19","A19","M",21.49,15.93,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.741275011633318,18913
"RM","A19","A19","F",24.01,20.02,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.833819241982507,18913
"RM","A19","A19","M",20.62,16.37,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.793889427740058,18913
"RM","A19","A19","M",22.62,17.53,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.774977895667551,18913
"RM","A19","A19","M",19.31,14.77,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.764888658726049,18913
"RM","A19","A19","F",24.18,21.28,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.880066170388751,18913
"RM","A19","A19","M",21.88,14.62,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.66819012797075,18913
"RM","A19","A19","F",24.96,21.93,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.878605769230769,18913
"RM","A19","A19","F",24.44,18.73,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.766366612111293,18913
"RM","A19","A19","F",23.55,16.72,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.709978768577495,18913
"RM","A19","A19","F",25.09,17.48,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.696691909127142,18913
"RM","A19","A19","M",20.88,15.39,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.737068965517241,18913
"RM","A19","A19","F",25.36,19.75,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.778785488958991,18913
"RM","A19","A19","M",20.26,16.46,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.81243830207305,18913
"RM","A19","A19","F",24.83,21.61,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.870318163511881,18913
"RM","A19","A19","F",24.08,20.33,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.844269102990033,18913
"RM","A19","A19","M",22.38,16.18,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.722966934763181,18913
"RM","A19","A19","M",19.77,16.16,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.817400101163379,18913
"RM","A19","A19","M",21.69,17.3,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.797602581834947,18913
"RM","A19","A19","M",21.32,15.51,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.727485928705441,18913
"RM","A19","A19","M",20.63,16.75,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.811924381968008,18913
"RM","A19","A19","M",21.87,16.81,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.768632830361225,18913
"RM","A19","A19","F",25.12,20.69,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.823646496815287,18913
"RM","A19","A19","F",21.49,16.76,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.779897626803164,18913
"RM","A19","A19","M",21.93,16.88,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.769721842225262,18913
"RM","A19","A19","M",21.83,16.63,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.761795693999084,18913
"RM","A19","A19","M",22.01,14.17,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.64379827351204,18913
"RM","A19","A19","M",19.38,14.29,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.737358101135191,18913
"RM","A19","A19","F",25.54,21.99,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.861002349256069,18913
"RM","A19","A19","F",24.75,21.24,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.858181818181818,18913
"RM","A19","A19","F",26.12,19.51,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.746937212863706,18913
"RM","A19","A19","F",25.8,18.84,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.730232558139535,18913
"RM","A19","A19","M",20.18,15.52,55.962329,47.291201,23.446437,16.91975,40.797501,-74.473811,13,10,50,99.3805,0.769078295341923,18913
"RM","A20","A20","M",21.93,16.12,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.735066119471044,18913
"RM","A20","A20","M",20.78,16.15,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.777189605389798,18913
"RM","A20","A20","M",19.34,15.92,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.823164426059979,18913
"RM","A20","A20","F",24.22,19.38,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.800165152766309,18913
"RM","A20","A20","F",25.37,20.92,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.82459597950335,18913
"RM","A20","A20","F",26.43,21.85,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.826712069617859,18913
"RM","A20","A20","M",21.05,16.34,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.77624703087886,18913
"RM","A20","A20","F",25.18,21.03,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.835186656076251,18913
"RM","A20","A20","M",22.84,17.54,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.767950963222417,18913
"RM","A20","A20","F",25.88,21.31,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.823415765069552,18913
"RM","A20","A20","F",24.03,19.47,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.81023720349563,18913
"RM","A20","A20","F",24.78,20.9,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.843422114608555,18913
"RM","A20","A20","F",25.18,19.49,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.774027005559968,18913
"RM","A20","A20","M",20.92,15.52,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.741873804971319,18913
"RM","A20","A20","F",24.65,18.19,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.737931034482759,18913
"RM","A20","A20","M",21.28,15.8,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.742481203007519,18913
"RM","A20","A20","M",20.83,16.05,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.770523283725396,18913
"RM","A20","A20","M",20.96,17.45,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.832538167938931,18913
"RM","A20","A20","M",20.07,16.01,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.797708021923269,18913
"RM","A20","A20","F",26.07,21.46,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.823168392788646,18913
"RM","A20","A20","M",21.9,16.06,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.733333333333333,18913
"RM","A20","A20","F",26.8,20.5,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.764925373134328,18913
"RM","A20","A20","F",26.1,19.06,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.730268199233716,18913
"RM","A20","A20","F",24.84,18.54,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.746376811594203,18913
"RM","A20","A20","M",22.49,17.44,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.775455758114718,18913
"RM","A20","A20","F",24.73,21.81,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.881924787707238,18913
"RM","A20","A20","M",20.41,16.44,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.805487506124449,18913
"RM","A20","A20","M",20.2,15.71,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.777722772277228,18913
"RM","A20","A20","M",20.21,13.58,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.671944581890153,18913
"RM","A20","A20","F",24.94,24.01,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.96271050521251,18913
"RM","A20","A20","M",20.16,17.15,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.850694444444444,18913
"RM","A20","A20","M",22.23,17.07,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.767881241565452,18913
"RM","A20","A20","F",24.67,18,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.729631130928253,18913
"RM","A20","A20","M",22.67,14.98,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.660785178650198,18913
"RM","A20","A20","F",25.92,19.74,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.761574074074074,18913
"RM","A20","A20","M",20.97,15.43,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.735813066285169,18913
"RM","A20","A20","M",22.68,16.98,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.748677248677249,18913
"RM","A20","A20","M",20.89,16.01,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.766395404499761,18913
"RM","A20","A20","M",21.59,16.82,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.779064381658175,18913
"RM","A20","A20","F",24.57,19.96,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.812372812372812,18913
"RM","A20","A20","F",25.63,18.86,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.735856418259852,18913
"RM","A20","A20","F",25.24,21.85,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.865689381933439,18913
"RM","A20","A20","M",21.06,15.08,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.716049382716049,18913
"RM","A20","A20","F",26.54,20.98,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.790504898266767,18913
"RM","A20","A20","M",22.08,15.99,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.724184782608696,18913
"RM","A20","A20","M",21.83,16.7,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.765002290426019,18913
"RM","A20","A20","M",20.59,14.78,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.7178241864983,18913
"RM","A20","A20","F",24.07,18.77,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.779808890735355,18913
"RM","A20","A20","F",25.57,19.99,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.781775518185373,18913
"RM","A20","A20","F",23.71,18.64,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.786166174609869,18913
"RM","A20","A20","F",24.99,18.13,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.725490196078431,18913
"RM","A20","A20","M",20.71,17.26,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.833413809753742,18913
"RM","A20","A20","M",22.43,17.07,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.761034329023629,18913
"RM","A20","A20","M",21.89,17.72,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.809502055733211,18913
"RM","A20","A20","M",21.26,16.1,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.757290686735654,18913
"RM","A20","A20","F",25.76,17.69,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.686723602484472,18913
"RM","A20","A20","M",21.33,16.73,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.784341303328645,18913
"RM","A20","A20","F",25.71,19.97,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.776740567872423,18913
"RM","A20","A20","M",20.1,15.92,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.792039800995025,18913
"RM","A20","A20","M",20.58,16.96,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.824101068999028,18913
"RM","A20","A20","M",25.28,20.2,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.799050632911392,18913
"RM","A20","A20","M",20.27,14.29,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.704982733103108,18913
"RM","A20","A20","M",21.01,14.85,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.706806282722513,18913
"RM","A20","A20","M",20.11,14.61,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.726504226752859,18913
"RM","A20","A20","M",20.49,15.81,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.771595900439239,18913
"RM","A20","A20","F",24.44,20.34,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.832242225859247,18913
"RM","A20","A20","M",20.47,15.95,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.779189057156815,18913
"RM","A20","A20","M",20.74,16.27,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.784474445515911,18913
"RM","A20","A20","M",20.88,16.25,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.778256704980843,18913
"RM","A20","A20","M",19.92,15.65,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.785642570281124,18913
"RM","A20","A20","M",20.96,15.08,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.719465648854962,18913
"RM","A20","A20","F",23.99,20.2,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.842017507294706,18913
"RM","A20","A20","M",20.97,16.98,56.546911,47.581615,23.534926,16.979538,40.79801,-74.474301,13,10,53,97.4757,0.809728183118741,18913
"RM","A21","A21","M",21.57,15.24,53.807825,40.688323,37.328015,31.794943,40.712222,-74.30482,17,10,40,28.06,0.70653685674548,18917
"RM","A21","A21","M",21.11,15.75,53.807825,40.688323,37.328015,31.794943,40.712222,-74.30482,17,10,40,28.06,0.746091899573662,18917
"RM","A21","A21","M",21.43,15.27,53.807825,40.688323,37.328015,31.794943,40.712222,-74.30482,17,10,40,28.06,0.712552496500233,18917
"RM","A21","A21","M",20.65,15.02,53.807825,40.688323,37.328015,31.794943,40.712222,-74.30482,17,10,40,28.06,0.727360774818402,18917
"RM","A21","A21","F",25.63,18.45,53.807825,40.688323,37.328015,31.794943,40.712222,-74.30482,17,10,40,28.06,0.719859539602029,18917
"RM","A21","A21","M",22.41,15.87,53.807825,40.688323,37.328015,31.794943,40.712222,-74.30482,17,10,40,28.06,0.708165997322624,18917
"RM","A21","A21","M",22.33,16.62,53.807825,40.688323,37.328015,31.794943,40.712222,-74.30482,17,10,40,28.06,0.744290192566055,18917
"RM","A21","A21","F",24.42,21.24,53.807825,40.688323,37.328015,31.794943,40.712222,-74.30482,17,10,40,28.06,0.86977886977887,18917
